i,t,m,j,Expenditure
150101010100357031,2018-19,Dire Dawa,Soda,20
150101010100357031,2018-19,Dire Dawa,Sorghum,5
150101010100357031,2018-19,Dire Dawa,Sugar,30
150101010100357031,2018-19,Dire Dawa,Tea,1
150101010100357031,2018-19,Dire Dawa,Teff,60
150101010100357031,2018-19,Dire Dawa,Tomato,40
150101010100357031,2018-19,Dire Dawa,Wheat,56
150101010100357042,2018-19,Dire Dawa,Banana,35
150101010100357042,2018-19,Dire Dawa,Berbere,12
150101010100357042,2018-19,Dire Dawa,Bread/biscuit,6
150101010100357042,2018-19,Dire Dawa,Garlic,10
150101010100357042,2018-19,Dire Dawa,Injera,8
150101010100357042,2018-19,Dire Dawa,Oils,12
150101010100357042,2018-19,Dire Dawa,Onion,10
150101010100357042,2018-19,Dire Dawa,Pasta/Macaroni,29
150101010100357042,2018-19,Dire Dawa,Potato,10
150101010100357042,2018-19,Dire Dawa,Rice,7
150101010100357042,2018-19,Dire Dawa,Salt,1
150101010100357042,2018-19,Dire Dawa,Shiro,15
150101010100357042,2018-19,Dire Dawa,Sugar,8
150101010100357042,2018-19,Dire Dawa,Tomato,10
150101010100357053,2018-19,Dire Dawa,Banana,35
150101010100357053,2018-19,Dire Dawa,Beef,150
150101010100357053,2018-19,Dire Dawa,Beer,45
150101010100357053,2018-19,Dire Dawa,Berbere,21
150101010100357053,2018-19,Dire Dawa,Bread/biscuit,32
150101010100357053,2018-19,Dire Dawa,Bula,90
150101010100357053,2018-19,Dire Dawa,Butter/ghee,25
150101010100357053,2018-19,Dire Dawa,Carrot,20
150101010100357053,2018-19,Dire Dawa,Chick Pea,16
150101010100357053,2018-19,Dire Dawa,Coffee,35
150101010100357053,2018-19,Dire Dawa,Eggs,65
150101010100357053,2018-19,Dire Dawa,Fenugreek,20
150101010100357053,2018-19,Dire Dawa,Garlic,25
150101010100357053,2018-19,Dire Dawa,Horsebeans,16
150101010100357053,2018-19,Dire Dawa,Kariya,20
150101010100357053,2018-19,Dire Dawa,Leafy Greens,20
150101010100357053,2018-19,Dire Dawa,Lentils,85
150101010100357053,2018-19,Dire Dawa,Maize,20
150101010100357053,2018-19,Dire Dawa,Mango,25
150101010100357053,2018-19,Dire Dawa,Milk,80
150101010100357053,2018-19,Dire Dawa,Oils,48
150101010100357053,2018-19,Dire Dawa,Onion,30
150101010100357053,2018-19,Dire Dawa,Orange,30
150101010100357053,2018-19,Dire Dawa,Pasta/Macaroni,28
150101010100357053,2018-19,Dire Dawa,Potato,36
150101010100357053,2018-19,Dire Dawa,Salt,4
150101010100357053,2018-19,Dire Dawa,Soda,30
150101010100357053,2018-19,Dire Dawa,Sorghum,40
150101010100357053,2018-19,Dire Dawa,Sugar,23
150101010100357053,2018-19,Dire Dawa,Tea,30
150101010100357053,2018-19,Dire Dawa,Teff,120
150101010100357053,2018-19,Dire Dawa,Tella,15
150101010100357053,2018-19,Dire Dawa,Tomato,25
150101010100357064,2018-19,Dire Dawa,Berbere,30
150101010100357064,2018-19,Dire Dawa,Bread/biscuit,21
150101010100357064,2018-19,Dire Dawa,Coffee,70
150101010100357064,2018-19,Dire Dawa,Field Pea,13
150101010100357064,2018-19,Dire Dawa,Garlic,25
150101010100357064,2018-19,Dire Dawa,Horsebeans,40
150101010100357064,2018-19,Dire Dawa,Kariya,10
150101010100357064,2018-19,Dire Dawa,Leafy Greens,12
150101010100357064,2018-19,Dire Dawa,Linseed,8
150101010100357064,2018-19,Dire Dawa,Oils,45
150101010100357064,2018-19,Dire Dawa,Onion,45
150101010100357064,2018-19,Dire Dawa,Pasta/Macaroni,42
150101010100357064,2018-19,Dire Dawa,Potato,20
150101010100357064,2018-19,Dire Dawa,Rice,14
150101010100357064,2018-19,Dire Dawa,Salt,3
150101010100357064,2018-19,Dire Dawa,Sorghum,10
150101010100357064,2018-19,Dire Dawa,Sugar,25
150101010100357064,2018-19,Dire Dawa,Teff,90
150101010100357064,2018-19,Dire Dawa,Tomato,20
150101010100357064,2018-19,Dire Dawa,Wheat,6
150101010100357075,2018-19,Dire Dawa,Avocado,15
150101010100357075,2018-19,Dire Dawa,Banana,35
150101010100357075,2018-19,Dire Dawa,Beetroot,5
150101010100357075,2018-19,Dire Dawa,Berbere,20
150101010100357075,2018-19,Dire Dawa,Butter/ghee,30
150101010100357075,2018-19,Dire Dawa,Chick Pea,10
150101010100357075,2018-19,Dire Dawa,Coffee,20
150101010100357075,2018-19,Dire Dawa,Eggs,33
150101010100357075,2018-19,Dire Dawa,Field Pea,10
150101010100357075,2018-19,Dire Dawa,Garlic,5
150101010100357075,2018-19,Dire Dawa,Ground nuts,50
150101010100357075,2018-19,Dire Dawa,Injera,12
150101010100357075,2018-19,Dire Dawa,Kariya,5
150101010100357075,2018-19,Dire Dawa,Mango,30
150101010100357075,2018-19,Dire Dawa,Milk,30
150101010100357075,2018-19,Dire Dawa,Oats,20
150101010100357075,2018-19,Dire Dawa,Oils,27
150101010100357075,2018-19,Dire Dawa,Onion,30
150101010100357075,2018-19,Dire Dawa,Pasta/Macaroni,20
150101010100357075,2018-19,Dire Dawa,Potato,15
150101010100357075,2018-19,Dire Dawa,Rice,6
150101010100357075,2018-19,Dire Dawa,Salt,1
150101010100357075,2018-19,Dire Dawa,Sorghum,5
150101010100357075,2018-19,Dire Dawa,Sugar,7
150101010100357075,2018-19,Dire Dawa,Teff,60
150101010100357075,2018-19,Dire Dawa,Tomato,20
150101010100357075,2018-19,Dire Dawa,Wheat,52
150101010100357086,2018-19,Dire Dawa,Barley,20
150101010100357086,2018-19,Dire Dawa,Berbere,15
150101010100357086,2018-19,Dire Dawa,Bread/biscuit,42
150101010100357086,2018-19,Dire Dawa,Chick Pea,10
150101010100357086,2018-19,Dire Dawa,Horsebeans,8
150101010100357086,2018-19,Dire Dawa,Kariya,5
150101010100357086,2018-19,Dire Dawa,Mango,30
150101010100357086,2018-19,Dire Dawa,Oils,45
150101010100357086,2018-19,Dire Dawa,Onion,30
150101010100357086,2018-19,Dire Dawa,Pasta/Macaroni,14
150101010100357086,2018-19,Dire Dawa,Potato,36
150101010100357086,2018-19,Dire Dawa,Salt,2
150101010100357086,2018-19,Dire Dawa,Soda,40
150101010100357086,2018-19,Dire Dawa,Sugar,8
150101010100357086,2018-19,Dire Dawa,Teff,120
150101010100357086,2018-19,Dire Dawa,Tomato,25
150101010100357097,2018-19,Dire Dawa,Banana,105
150101010100357097,2018-19,Dire Dawa,Beetroot,10
150101010100357097,2018-19,Dire Dawa,Berbere,30
150101010100357097,2018-19,Dire Dawa,Bread/biscuit,120
150101010100357097,2018-19,Dire Dawa,Carrot,25
150101010100357097,2018-19,Dire Dawa,Chick Pea,10
150101010100357097,2018-19,Dire Dawa,Coffee,30
150101010100357097,2018-19,Dire Dawa,Eggs,59
150101010100357097,2018-19,Dire Dawa,Garlic,30
150101010100357097,2018-19,Dire Dawa,Kariya,20
150101010100357097,2018-19,Dire Dawa,Leafy Greens,10
150101010100357097,2018-19,Dire Dawa,Lentils,60
150101010100357097,2018-19,Dire Dawa,Mango,20
150101010100357097,2018-19,Dire Dawa,Milk,32
150101010100357097,2018-19,Dire Dawa,Oats,15
150101010100357097,2018-19,Dire Dawa,Oils,90
150101010100357097,2018-19,Dire Dawa,Onion,50
150101010100357097,2018-19,Dire Dawa,Pasta/Macaroni,46
150101010100357097,2018-19,Dire Dawa,Potato,60
150101010100357097,2018-19,Dire Dawa,Rice,14
150101010100357097,2018-19,Dire Dawa,Salt,3
150101010100357097,2018-19,Dire Dawa,Soda,45
150101010100357097,2018-19,Dire Dawa,Sorghum,22
150101010100357097,2018-19,Dire Dawa,Sugar,25
150101010100357097,2018-19,Dire Dawa,Teff,90
150101010100357097,2018-19,Dire Dawa,Tomato,36
150101010100357108,2018-19,Dire Dawa,Barley,17
150101010100357108,2018-19,Dire Dawa,Beetroot,10
150101010100357108,2018-19,Dire Dawa,Berbere,35
150101010100357108,2018-19,Dire Dawa,Bread/biscuit,18
150101010100357108,2018-19,Dire Dawa,Carrot,10
150101010100357108,2018-19,Dire Dawa,Chick Pea,10
150101010100357108,2018-19,Dire Dawa,Coffee,33
150101010100357108,2018-19,Dire Dawa,Eggs,39
150101010100357108,2018-19,Dire Dawa,Garlic,30
150101010100357108,2018-19,Dire Dawa,Horsebeans,10
150101010100357108,2018-19,Dire Dawa,Kariya,15
150101010100357108,2018-19,Dire Dawa,Lentils,40
150101010100357108,2018-19,Dire Dawa,Maize,10
150101010100357108,2018-19,Dire Dawa,Mango,20
150101010100357108,2018-19,Dire Dawa,Oats,15
150101010100357108,2018-19,Dire Dawa,Oils,68
150101010100357108,2018-19,Dire Dawa,Onion,45
150101010100357108,2018-19,Dire Dawa,Pasta/Macaroni,27
150101010100357108,2018-19,Dire Dawa,Potato,40
150101010100357108,2018-19,Dire Dawa,Rice,27
150101010100357108,2018-19,Dire Dawa,Salt,3
150101010100357108,2018-19,Dire Dawa,Shiro,30
150101010100357108,2018-19,Dire Dawa,Sorghum,100
150101010100357108,2018-19,Dire Dawa,Sugar,27
150101010100357108,2018-19,Dire Dawa,Teff,300
150101010100357108,2018-19,Dire Dawa,Tomato,60
150101010100357119,2018-19,Dire Dawa,Avocado,15
150101010100357119,2018-19,Dire Dawa,Banana,35
150101010100357119,2018-19,Dire Dawa,Beef,95
150101010100357119,2018-19,Dire Dawa,Beetroot,25
150101010100357119,2018-19,Dire Dawa,Berbere,15
150101010100357119,2018-19,Dire Dawa,Bread/biscuit,84
150101010100357119,2018-19,Dire Dawa,Carrot,25
150101010100357119,2018-19,Dire Dawa,Chick Pea,22
150101010100357119,2018-19,Dire Dawa,Coffee,30
150101010100357119,2018-19,Dire Dawa,Eggs,36
150101010100357119,2018-19,Dire Dawa,Garlic,30
150101010100357119,2018-19,Dire Dawa,Honey,60
150101010100357119,2018-19,Dire Dawa,Horsebeans,10
150101010100357119,2018-19,Dire Dawa,Injera,126
150101010100357119,2018-19,Dire Dawa,Kariya,20
150101010100357119,2018-19,Dire Dawa,Leafy Greens,20
150101010100357119,2018-19,Dire Dawa,Lentils,16
150101010100357119,2018-19,Dire Dawa,Mango,15
150101010100357119,2018-19,Dire Dawa,Milk,64
150101010100357119,2018-19,Dire Dawa,Moringa/Shiferaw/Halloka,500
150101010100357119,2018-19,Dire Dawa,Oats,8
150101010100357119,2018-19,Dire Dawa,Oils,48
150101010100357119,2018-19,Dire Dawa,Onion,13
150101010100357119,2018-19,Dire Dawa,Papaya,80
150101010100357119,2018-19,Dire Dawa,Pasta/Macaroni,28
150101010100357119,2018-19,Dire Dawa,Potato,20
150101010100357119,2018-19,Dire Dawa,Rice,7
150101010100357119,2018-19,Dire Dawa,Salt,5
150101010100357119,2018-19,Dire Dawa,Shiro,10
150101010100357119,2018-19,Dire Dawa,Soda,30
150101010100357119,2018-19,Dire Dawa,Sugar,8
150101010100357119,2018-19,Dire Dawa,Tea,14
150101010100357119,2018-19,Dire Dawa,Tomato,26
150101010100357141,2018-19,Dire Dawa,Avocado,30
150101010100357141,2018-19,Dire Dawa,Barley,6
150101010100357141,2018-19,Dire Dawa,Beer,120
150101010100357141,2018-19,Dire Dawa,Berbere,60
150101010100357141,2018-19,Dire Dawa,Bread/biscuit,36
150101010100357141,2018-19,Dire Dawa,Chick Pea,10
150101010100357141,2018-19,Dire Dawa,Coffee,43
150101010100357141,2018-19,Dire Dawa,Garlic,60
150101010100357141,2018-19,Dire Dawa,Kariya,10
150101010100357141,2018-19,Dire Dawa,Leafy Greens,10
150101010100357141,2018-19,Dire Dawa,Lentils,65
150101010100357141,2018-19,Dire Dawa,Mango,20
150101010100357141,2018-19,Dire Dawa,Oils,65
150101010100357141,2018-19,Dire Dawa,Onion,35
150101010100357141,2018-19,Dire Dawa,Papaya,40
150101010100357141,2018-19,Dire Dawa,Pasta/Macaroni,56
150101010100357141,2018-19,Dire Dawa,Potato,30
150101010100357141,2018-19,Dire Dawa,Salt,3
150101010100357141,2018-19,Dire Dawa,Soda,70
150101010100357141,2018-19,Dire Dawa,Sorghum,5
150101010100357141,2018-19,Dire Dawa,Sugar,63
150101010100357141,2018-19,Dire Dawa,Teff,120
150101010100357141,2018-19,Dire Dawa,Tomato,54
150101010100357152,2018-19,Dire Dawa,Banana,70
150101010100357152,2018-19,Dire Dawa,Barley,27
150101010100357152,2018-19,Dire Dawa,Beef,180
150101010100357152,2018-19,Dire Dawa,Beetroot,15
150101010100357152,2018-19,Dire Dawa,Berbere,60
150101010100357152,2018-19,Dire Dawa,Bread/biscuit,63
150101010100357152,2018-19,Dire Dawa,Carrot,25
150101010100357152,2018-19,Dire Dawa,Chick Pea,21
150101010100357152,2018-19,Dire Dawa,Coffee,70
150101010100357152,2018-19,Dire Dawa,Eggs,148
150101010100357152,2018-19,Dire Dawa,Garlic,60
150101010100357152,2018-19,Dire Dawa,Horsebeans,40
150101010100357152,2018-19,Dire Dawa,Kariya,20
150101010100357152,2018-19,Dire Dawa,Leafy Greens,13
150101010100357152,2018-19,Dire Dawa,Lentils,30
150101010100357152,2018-19,Dire Dawa,Mango,90
150101010100357152,2018-19,Dire Dawa,Milk,112
150101010100357152,2018-19,Dire Dawa,Oils,67
150101010100357152,2018-19,Dire Dawa,Onion,60
150101010100357152,2018-19,Dire Dawa,Pasta/Macaroni,35
150101010100357152,2018-19,Dire Dawa,Potato,40
150101010100357152,2018-19,Dire Dawa,Rice,14
150101010100357152,2018-19,Dire Dawa,Salt,5
150101010100357152,2018-19,Dire Dawa,Soda,40
150101010100357152,2018-19,Dire Dawa,Sorghum,5
150101010100357152,2018-19,Dire Dawa,Sugar,38
150101010100357152,2018-19,Dire Dawa,Teff,104
150101010100357152,2018-19,Dire Dawa,Tomato,50
150101010100357163,2018-19,Dire Dawa,Banana,35
150101010100357163,2018-19,Dire Dawa,Beer,135
150101010100357163,2018-19,Dire Dawa,Mango,15
150101010100370003,2018-19,Dire Dawa,Banana,35
150101010100370003,2018-19,Dire Dawa,Berbere,35
150101010100370003,2018-19,Dire Dawa,Bread/biscuit,52
150101010100370003,2018-19,Dire Dawa,Carrot,30
150101010100370003,2018-19,Dire Dawa,Chick Pea,15
150101010100370003,2018-19,Dire Dawa,Coffee,70
150101010100370003,2018-19,Dire Dawa,Eggs,42
150101010100370003,2018-19,Dire Dawa,Field Pea,8
150101010100370003,2018-19,Dire Dawa,Garlic,63
150101010100370003,2018-19,Dire Dawa,Injera,21
150101010100370003,2018-19,Dire Dawa,Kariya,10
150101010100370003,2018-19,Dire Dawa,Leafy Greens,20
150101010100370003,2018-19,Dire Dawa,Lentils,30
150101010100370003,2018-19,Dire Dawa,Oats,17
150101010100370003,2018-19,Dire Dawa,Oils,63
150101010100370003,2018-19,Dire Dawa,Onion,63
150101010100370003,2018-19,Dire Dawa,Orange,40
150101010100370003,2018-19,Dire Dawa,Pasta/Macaroni,28
150101010100370003,2018-19,Dire Dawa,Potato,60
150101010100370003,2018-19,Dire Dawa,Rice,14
150101010100370003,2018-19,Dire Dawa,Salt,2
150101010100370003,2018-19,Dire Dawa,Soda,30
150101010100370003,2018-19,Dire Dawa,Sorghum,15
150101010100370003,2018-19,Dire Dawa,Sugar,7
150101010100370003,2018-19,Dire Dawa,Teff,132
150101010100370003,2018-19,Dire Dawa,Tomato,60
150101010100370014,2018-19,Dire Dawa,Beef,500
150101010100370014,2018-19,Dire Dawa,Berbere,15
150101010100370014,2018-19,Dire Dawa,Bread/biscuit,74
150101010100370014,2018-19,Dire Dawa,Carrot,20
150101010100370014,2018-19,Dire Dawa,Coffee,35
150101010100370014,2018-19,Dire Dawa,Fenugreek,5
150101010100370014,2018-19,Dire Dawa,Garlic,25
150101010100370014,2018-19,Dire Dawa,Ground nuts,10
150101010100370014,2018-19,Dire Dawa,Injera,96
150101010100370014,2018-19,Dire Dawa,Kariya,5
150101010100370014,2018-19,Dire Dawa,Leafy Greens,10
150101010100370014,2018-19,Dire Dawa,Lentils,15
150101010100370014,2018-19,Dire Dawa,Milk,7800
150101010100370014,2018-19,Dire Dawa,Oils,72
150101010100370014,2018-19,Dire Dawa,Onion,75
150101010100370014,2018-19,Dire Dawa,Pasta/Macaroni,102
150101010100370014,2018-19,Dire Dawa,Potato,36
150101010100370014,2018-19,Dire Dawa,Rice,56
150101010100370014,2018-19,Dire Dawa,Salt,3
150101010100370014,2018-19,Dire Dawa,Shiro,8
150101010100370014,2018-19,Dire Dawa,Sugar,38
150101010100370014,2018-19,Dire Dawa,Tomato,40
150101010100370014,2018-19,Dire Dawa,Wheat,80
150101010100370025,2018-19,Dire Dawa,Beetroot,10
150101010100370025,2018-19,Dire Dawa,Berbere,30
150101010100370025,2018-19,Dire Dawa,Bread/biscuit,9
150101010100370025,2018-19,Dire Dawa,Carrot,20
150101010100370025,2018-19,Dire Dawa,Chick Pea,20
150101010100370025,2018-19,Dire Dawa,Coffee,35
150101010100370025,2018-19,Dire Dawa,Garlic,30
150101010100370025,2018-19,Dire Dawa,Haricot Beans,8
150101010100370025,2018-19,Dire Dawa,Horsebeans,10
150101010100370025,2018-19,Dire Dawa,Kariya,10
150101010100370025,2018-19,Dire Dawa,Leafy Greens,10
150101010100370025,2018-19,Dire Dawa,Mango,60
150101010100370025,2018-19,Dire Dawa,Milk,64
150101010100370025,2018-19,Dire Dawa,Oats,10
150101010100370025,2018-19,Dire Dawa,Oils,70
150101010100370025,2018-19,Dire Dawa,Onion,38
150101010100370025,2018-19,Dire Dawa,Orange,80
150101010100370025,2018-19,Dire Dawa,Pasta/Macaroni,42
150101010100370025,2018-19,Dire Dawa,Potato,32
150101010100370025,2018-19,Dire Dawa,Rice,14
150101010100370025,2018-19,Dire Dawa,Salt,3
150101010100370025,2018-19,Dire Dawa,Soda,20
150101010100370025,2018-19,Dire Dawa,Sorghum,10
150101010100370025,2018-19,Dire Dawa,Sugar,37
150101010100370025,2018-19,Dire Dawa,Teff,120
150101010100370025,2018-19,Dire Dawa,Tomato,44
150101010100370036,2018-19,Dire Dawa,Barley,9
150101010100370036,2018-19,Dire Dawa,Beef,180
150101010100370036,2018-19,Dire Dawa,Beetroot,10
150101010100370036,2018-19,Dire Dawa,Berbere,30
150101010100370036,2018-19,Dire Dawa,Bread/biscuit,36
150101010100370036,2018-19,Dire Dawa,Carrot,10
150101010100370036,2018-19,Dire Dawa,Chick Pea,10
150101010100370036,2018-19,Dire Dawa,Coffee,70
150101010100370036,2018-19,Dire Dawa,Eggs,32
150101010100370036,2018-19,Dire Dawa,Garlic,17
150101010100370036,2018-19,Dire Dawa,Haricot Beans,8
150101010100370036,2018-19,Dire Dawa,Horsebeans,10
150101010100370036,2018-19,Dire Dawa,Kariya,15
150101010100370036,2018-19,Dire Dawa,Leafy Greens,30
150101010100370036,2018-19,Dire Dawa,Lentils,30
150101010100370036,2018-19,Dire Dawa,Mango,54
150101010100370036,2018-19,Dire Dawa,Milk,64
150101010100370036,2018-19,Dire Dawa,Oats,10
150101010100370036,2018-19,Dire Dawa,Oils,60
150101010100370036,2018-19,Dire Dawa,Onion,35
150101010100370036,2018-19,Dire Dawa,Orange,60
150101010100370036,2018-19,Dire Dawa,Pasta/Macaroni,18
150101010100370036,2018-19,Dire Dawa,Potato,18
150101010100370036,2018-19,Dire Dawa,Rice,14
150101010100370036,2018-19,Dire Dawa,Salt,2
150101010100370036,2018-19,Dire Dawa,Sorghum,5
150101010100370036,2018-19,Dire Dawa,Sugar,13
150101010100370036,2018-19,Dire Dawa,Teff,90
150101010100370036,2018-19,Dire Dawa,Tomato,40
150101010100370036,2018-19,Dire Dawa,Wheat,13
150101010100370047,2018-19,Dire Dawa,Banana,35
150101010100370047,2018-19,Dire Dawa,Barley,22
150101010100370047,2018-19,Dire Dawa,Berbere,25
150101010100370047,2018-19,Dire Dawa,Bread/biscuit,48
150101010100370047,2018-19,Dire Dawa,Carrot,10
150101010100370047,2018-19,Dire Dawa,Chick Pea,20
150101010100370047,2018-19,Dire Dawa,Coffee,30
150101010100370047,2018-19,Dire Dawa,Fenugreek,15
150101010100370047,2018-19,Dire Dawa,Garlic,20
150101010100370047,2018-19,Dire Dawa,Haricot Beans,8
150101010100370047,2018-19,Dire Dawa,Kariya,5
150101010100370047,2018-19,Dire Dawa,Mango,30
150101010100370047,2018-19,Dire Dawa,Oils,32
150101010100370047,2018-19,Dire Dawa,Onion,90
150101010100370047,2018-19,Dire Dawa,Pasta/Macaroni,42
150101010100370047,2018-19,Dire Dawa,Potato,26
150101010100370047,2018-19,Dire Dawa,Salt,3
150101010100370047,2018-19,Dire Dawa,Shiro,20
150101010100370047,2018-19,Dire Dawa,Soda,9
150101010100370047,2018-19,Dire Dawa,Sorghum,10
150101010100370047,2018-19,Dire Dawa,Sugar,13
150101010100370047,2018-19,Dire Dawa,Teff,132
150101010100370047,2018-19,Dire Dawa,Tomato,44
150101010100370047,2018-19,Dire Dawa,Wheat,26
150101010100370058,2018-19,Dire Dawa,Banana,15
150101010100370058,2018-19,Dire Dawa,Barley,9
150101010100370058,2018-19,Dire Dawa,Beer,60
150101010100370058,2018-19,Dire Dawa,Beetroot,5
150101010100370058,2018-19,Dire Dawa,Berbere,30
150101010100370058,2018-19,Dire Dawa,Bread/biscuit,73
150101010100370058,2018-19,Dire Dawa,Carrot,5
150101010100370058,2018-19,Dire Dawa,Chat/Kat,525
150101010100370058,2018-19,Dire Dawa,Chick Pea,9
150101010100370058,2018-19,Dire Dawa,Coffee,70
150101010100370058,2018-19,Dire Dawa,Eggs,24
150101010100370058,2018-19,Dire Dawa,Garlic,15
150101010100370058,2018-19,Dire Dawa,Kariya,2
150101010100370058,2018-19,Dire Dawa,Leafy Greens,20
150101010100370058,2018-19,Dire Dawa,Mango,20
150101010100370058,2018-19,Dire Dawa,Oils,42
150101010100370058,2018-19,Dire Dawa,Onion,30
150101010100370058,2018-19,Dire Dawa,Pasta/Macaroni,14
150101010100370058,2018-19,Dire Dawa,Potato,15
150101010100370058,2018-19,Dire Dawa,Salt,2
150101010100370058,2018-19,Dire Dawa,Sugar,13
150101010100370058,2018-19,Dire Dawa,Teff,160
150101010100370058,2018-19,Dire Dawa,Tomato,30
150101010100370058,2018-19,Dire Dawa,Wheat,16
150101010100370069,2018-19,Dire Dawa,Bread/biscuit,21
150101010100370069,2018-19,Dire Dawa,Maize,7
150101010100370069,2018-19,Dire Dawa,Potato,12
150101010100370080,2018-19,Dire Dawa,Beetroot,10
150101010100370080,2018-19,Dire Dawa,Berbere,30
150101010100370080,2018-19,Dire Dawa,Bread/biscuit,84
150101010100370080,2018-19,Dire Dawa,Carrot,5
150101010100370080,2018-19,Dire Dawa,Chick Pea,20
150101010100370080,2018-19,Dire Dawa,Coffee,35
150101010100370080,2018-19,Dire Dawa,Eggs,23
150101010100370080,2018-19,Dire Dawa,Garlic,25
150101010100370080,2018-19,Dire Dawa,Leafy Greens,10
150101010100370080,2018-19,Dire Dawa,Lentils,15
150101010100370080,2018-19,Dire Dawa,Mango,30
150101010100370080,2018-19,Dire Dawa,Milk,32
150101010100370080,2018-19,Dire Dawa,Oils,47
150101010100370080,2018-19,Dire Dawa,Onion,62
150101010100370080,2018-19,Dire Dawa,Pasta/Macaroni,18
150101010100370080,2018-19,Dire Dawa,Potato,52
150101010100370080,2018-19,Dire Dawa,Rice,14
150101010100370080,2018-19,Dire Dawa,Salt,1
150101010100370080,2018-19,Dire Dawa,Soda,20
150101010100370080,2018-19,Dire Dawa,Sorghum,10
150101010100370080,2018-19,Dire Dawa,Sugar,12
150101010100370080,2018-19,Dire Dawa,Teff,120
150101010100370080,2018-19,Dire Dawa,Tomato,60
150101010100370080,2018-19,Dire Dawa,Wheat,13
150101010100370091,2018-19,Dire Dawa,Beef,180
150101010100370091,2018-19,Dire Dawa,Beetroot,5
150101010100370091,2018-19,Dire Dawa,Berbere,15
150101010100370091,2018-19,Dire Dawa,Bread/biscuit,21
150101010100370091,2018-19,Dire Dawa,Carrot,20
150101010100370091,2018-19,Dire Dawa,Coffee,35
150101010100370091,2018-19,Dire Dawa,Garlic,15
150101010100370091,2018-19,Dire Dawa,Injera,42
150101010100370091,2018-19,Dire Dawa,Kariya,5
150101010100370091,2018-19,Dire Dawa,Leafy Greens,20
150101010100370091,2018-19,Dire Dawa,Lentils,15
150101010100370091,2018-19,Dire Dawa,Maize,10
150101010100370091,2018-19,Dire Dawa,Milk,30
150101010100370091,2018-19,Dire Dawa,Oils,45
150101010100370091,2018-19,Dire Dawa,Onion,54
150101010100370091,2018-19,Dire Dawa,Pasta/Macaroni,32
150101010100370091,2018-19,Dire Dawa,Potato,12
150101010100370091,2018-19,Dire Dawa,Rice,13
150101010100370091,2018-19,Dire Dawa,Salt,2
150101010100370091,2018-19,Dire Dawa,Shiro,10
150101010100370091,2018-19,Dire Dawa,Soda,100
150101010100370091,2018-19,Dire Dawa,Sugar,8
150101010100370091,2018-19,Dire Dawa,Tomato,44
150101010100370102,2018-19,Dire Dawa,Barley,14
150101010100370102,2018-19,Dire Dawa,Beef,300
150101010100370102,2018-19,Dire Dawa,Berbere,100
150101010100370102,2018-19,Dire Dawa,Bread/biscuit,63
150101010100370102,2018-19,Dire Dawa,Butter/ghee,87
150101010100370102,2018-19,Dire Dawa,Carrot,5
150101010100370102,2018-19,Dire Dawa,Coffee,40
150101010100370102,2018-19,Dire Dawa,Eggs,42
150101010100370102,2018-19,Dire Dawa,Garlic,60
150101010100370102,2018-19,Dire Dawa,Goat & mutton meat,600
150101010100370102,2018-19,Dire Dawa,Kariya,10
150101010100370102,2018-19,Dire Dawa,Leafy Greens,20
150101010100370102,2018-19,Dire Dawa,Maize,4
150101010100370102,2018-19,Dire Dawa,Mango,35
150101010100370102,2018-19,Dire Dawa,Milk,175
150101010100370102,2018-19,Dire Dawa,Oats,11
150101010100370102,2018-19,Dire Dawa,Oils,120
150101010100370102,2018-19,Dire Dawa,Onion,56
150101010100370102,2018-19,Dire Dawa,Pasta/Macaroni,50
150101010100370102,2018-19,Dire Dawa,Potato,30
150101010100370102,2018-19,Dire Dawa,Rice,105
150101010100370102,2018-19,Dire Dawa,Salt,3
150101010100370102,2018-19,Dire Dawa,Soda,150
150101010100370102,2018-19,Dire Dawa,Sorghum,5
150101010100370102,2018-19,Dire Dawa,Sugar,7
150101010100370102,2018-19,Dire Dawa,Tea,5
150101010100370102,2018-19,Dire Dawa,Teff,176
150101010100370102,2018-19,Dire Dawa,Tomato,50
150101010100370102,2018-19,Dire Dawa,Wheat,13
150101010100370113,2018-19,Dire Dawa,Beef,240
150101010100370113,2018-19,Dire Dawa,Berbere,10
150101010100370113,2018-19,Dire Dawa,Bread/biscuit,18
150101010100370113,2018-19,Dire Dawa,Carrot,5
150101010100370113,2018-19,Dire Dawa,Chat/Kat,60
150101010100370113,2018-19,Dire Dawa,Coffee,30
150101010100370113,2018-19,Dire Dawa,Garlic,20
150101010100370113,2018-19,Dire Dawa,Ground nuts,9
150101010100370113,2018-19,Dire Dawa,Kariya,5
150101010100370113,2018-19,Dire Dawa,Leafy Greens,20
150101010100370113,2018-19,Dire Dawa,Oils,20
150101010100370113,2018-19,Dire Dawa,Onion,25
150101010100370113,2018-19,Dire Dawa,Potato,30
150101010100370113,2018-19,Dire Dawa,Rice,8
150101010100370113,2018-19,Dire Dawa,Salt,2
150101010100370113,2018-19,Dire Dawa,Shiro,5
150101010100370113,2018-19,Dire Dawa,Soda,70
150101010100370113,2018-19,Dire Dawa,Sorghum,10
150101010100370113,2018-19,Dire Dawa,Sugar,13
150101010100370113,2018-19,Dire Dawa,Teff,45
150101010100370113,2018-19,Dire Dawa,Tomato,20
150101010100370124,2018-19,Dire Dawa,Banana,35
150101010100370124,2018-19,Dire Dawa,Beef,70
150101010100370124,2018-19,Dire Dawa,Berbere,30
